key,0,1
42,TEXT_GAIUSB111_00830_TODO_18,无
43,TEXT_GAIUSB111_00830_TODO_19,无
44,TEXT_GAIUSB111_00830_TODO_20,无
45,TEXT_GAIUSB111_00830_TODO_21,无
46,TEXT_GAIUSB111_00830_TODO_22,无
47,TEXT_GAIUSB111_00830_TODO_23,无
48,TEXT_GAIUSB111_00830_TODO_24,无
49,TEXT_GAIUSB111_00830_TODO_25,无
50,TEXT_GAIUSB111_00830_TODO_26,无
51,TEXT_GAIUSB111_00830_TODO_27,无
52,TEXT_GAIUSB111_00830_TODO_28,无
53,TEXT_GAIUSB111_00830_TODO_29,无
54,TEXT_GAIUSB111_00830_TODO_000_030,无
55,TEXT_GAIUSB111_00830_UKHUBATIA_000_000,是你啊，冒险者。<hex:02100103>没想到你居然会去帮助卡兹娜修行。<hex:02100103>真是的，卡兹娜给乌氏脸上抹黑了！
56,TEXT_GAIUSB111_00830_UKHUBATIA_000_001,她不光忘记了自己的使命，<hex:02100103>还向外人暴露出丑态，真是太没出息了。<hex:02100103>我让卡兹娜一个人去好好反省了。
57,TEXT_GAIUSB111_00830_UKHUBATIA_000_002,对于委托了你那件傻事的轻浮白痴恰卡，<hex:02100103>我连理都不想理他。<hex:02100103>你去转告他不要再多管闲事了。
58,TEXT_GAIUSB111_00830_UTYKHATIA_000_010,库巴那家伙，简直就是可恶笨蛋的代名词。<hex:02100103>谁也不是天生就会狩猎的，那家伙真不会体谅他人。
59,TEXT_GAIUSB111_00830_UTYKHATIA_000_011,冒险者，拜托你了。<hex:02100103>我希望你能找到卡兹娜，看看她出没出事。<hex:02100103>要是我出面的话，就又要跟可恶笨蛋吵上一架了。
60,TEXT_GAIUSB111_00830_UKAHZUNA_000_020,啊！冒、冒险者！<hex:02100103>谢、谢谢你为我担心。<hex:02100103>不过我没事的，请放心……啊！
61,TEXT_GAIUSB111_00830_UKAHZUNA_000_021,对了，我想请你去抓住3只<hex:02280FFF09>BNpcName<hex:F2088F0103>！<hex:02100103>在它变弱后对其使用<hex:022811FF0A>EventItem<hex:F61E87070103>，就可以抓到了。<hex:02100103>我急需它们，可以拜托你吗？
62,TEXT_GAIUSB111_00830_DUMMY_000_010,在鮟鱇的体力将至10%以下时，使用<hex:022811FF0A>EventItem<hex:F61E87070103>抓住3只
63,TEXT_GAIUSB111_00830_UKAHZUNA_000_040,请你用<hex:022811FF0A>EventItem<hex:F61E87070103>抓住3只<hex:02280FFF09>BNpcName<hex:F2088F0103>！<hex:02100103>拜托你了！
64,TEXT_GAIUSB111_00830_UKAHZUNA_000_045,我想将武器换成弓。<hex:02100103>于是，我便想以这个弱小的<hex:02280FFF09>BNpcName<hex:F2088F0103>为对象，<hex:02100103>进行弓术的练习……
65,TEXT_GAIUSB111_00830_UKAHZUNA_000_046,库巴大人说弓术更适合我，<hex:02100103>便把盲头蟹爪制成的箭送给了我。<hex:02100103>而且，他还将这个秘密的训练场所和持弓的方法教给了我。
66,TEXT_GAIUSB111_00830_UKAHZUNA_000_047,库巴大人和恰卡大人虽然性格各异，<hex:02100103>但他们都将乌氏的人们摆在心中的首位。<hex:02100103>不论他们中的谁成为了族长，乌氏的未来肯定会长治久安！
67,TEXT_GAIUSB111_00830_UKAHZUNA_000_048,冒险者，实在太谢谢你了！<hex:02100103>为了能帮上那两个人，我会不断努力的！
68,TEXT_GAIUSB111_00830_UTYKHATIA_000_60,卡兹娜在进行弓术的练习？<hex:02100103>而且是库巴教她的？库巴那家伙，<hex:02100103>明明是个可恶的笨蛋，没想到还有可取之处啊！
69,TEXT_GAIUSB111_00830_UTYKHATIA_000_61,不过，要当上下一任族长的可是我。<hex:02100103>不管他是好人还是坏蛋，看我怎么揍扁他，啊哈哈！
