key,0,1
50,TEXT_HEAVNY802_02096_LYDIRLONA_000_002,所谓“专家制作”，就是指工匠在确定了自己的专业后，<hex:02100103>向更高层次提高的一种制度。
51,TEXT_HEAVNY802_02096_LYDIRLONA_000_003,详细情况您可以到伊修加德飞艇坪，<hex:02100103>找奥尔德兰先生询问。<hex:02100103>您只要带上这封介绍信，应该就不会被拒之门外。
52,TEXT_HEAVNY802_02096_LYDIRLONA_000_004,详细情况您可以到伊修加德飞艇坪，<hex:02100103>找奥尔德兰先生询问。<hex:02100103>您只要带上这封介绍信，应该就不会被拒之门外。
53,TEXT_HEAVNY802_02096_ARDERAN_000_010,竟然敢随便找我这个被誉为“比尔格巧手”的名匠中的名匠搭话。<hex:02100103>看来你是还没睡醒吧？
54,TEXT_HEAVNY802_02096_ARDERAN_000_011,……哦，原来是利迪尔隆娜介绍你来的啊。<hex:02100103>想要了解有关“专家制作”的事情？<hex:02100103>好吧，那我就亲自给你讲一讲。
55,TEXT_HEAVNY802_02096_ARDERAN_000_012,众所周知，要成为能工巧匠有很多路可以走，<hex:02100103>例如锻铁、雕金、制革等。<hex:02100103>学习多个职业，习得各职业的技能会在各个方面派上用场。
56,TEXT_HEAVNY802_02096_ARDERAN_000_013,但是，如果要想将某个职业练到极致，<hex:02100103>那么就必须要在这条路上专心修行才行。<hex:02100103>不管多有才能，同时将3种职业练至极致也算是极限了。
57,TEXT_HEAVNY802_02096_ARDERAN_000_014,总的来说，<hex:02100103>“专家制作”就是要在自己决定的工匠道路上达到终极，<hex:02100103>是一个光荣的能工巧匠称号……
58,TEXT_HEAVNY802_02096_ARDERAN_000_015,哼，看你的眼神……<hex:02100103>的确是有潜质获得“专家”这个称号。<hex:02100103>那你就拿来<hex:02280BFF05>Item<hex:F228600103>吧。
59,TEXT_HEAVNY802_02096_ARDERAN_000_016,我可以给你制作专家之证，<hex:02100103>在你要走的道路上刻上印记。<hex:02100103>只要你拿着证，以提高自己为目标，那么你就是专家！
60,TEXT_HEAVNY802_02096_ARDERAN_000_017,……好了，说了这么久，说明就到此为止了。<hex:02100103>我暂时会在这里待一段时间。<hex:02100103>等你决定好要走哪条路，就再来找我！
61,TEXT_HEAVNY802_02096_SYSTEM_000_018,开放了“专家制作”！<hex:02100103>装备相应能工巧匠的“专家之证”，<hex:02100103>便可以成为专家。
62,TEXT_HEAVNY802_02096_SYSTEM_000_019,成为专家的职业可以使用专用的技能。<hex:02100103>成为专家，制作更高品级的道具吧！
63,TEXT_HEAVNY802_02096_SYSTEM_000_020,另外，在持有专家水晶的状态下，<hex:02100103>和奥尔德兰对话后，便可以获得专家之证。
64,TEXT_HEAVNY802_02096_SYSTEM_000_021,但专家之证最多只可持有3个，<hex:02100103>也就是说最多只能将3个职业发展为专家，敬请注意。
65,TEXT_HEAVNY802_02096_DICKON_000_000,（未使用/预计删除）
66,TEXT_HEAVNY802_02096_DICKON_000_001,（未使用/预计删除）
67,TEXT_HEAVNY802_02096_DICKON_000_002,（未使用/预计删除）
68,TEXT_HEAVNY802_02096_DICKON_000_003,（未使用/预计删除）
69,TEXT_HEAVNY802_02096_DICKON_000_004,（未使用/预计删除）
