key,0,1
49,TEXT_SUBCTS001_01208_DIAMANDA_000_001,可是灯塔却被一种叫塞壬的魔物给占据了，<hex:02100103>根本没法开工！<hex:02100103>好不容易我才能跟着弥弥德亚先生工作的……
50,TEXT_SUBCTS001_01208_DIAMANDA_000_002,我和哥哥一直受弥弥德亚先生照顾。<hex:02100103>……父亲原来也是弥弥德亚先生的部下，但是却被塞壬害死了。<hex:02100103>从那以来弥弥德亚先生就一直很关心我们。
51,TEXT_SUBCTS001_01208_DIAMANDA_000_003,为了回报弥弥德亚先生的恩情，<hex:02100103>我本来准备在这次的修理工作里大显身手的！
52,TEXT_SUBCTS001_01208_DIAMANDA_000_004,冒险者，请你去打倒盘踞在灯塔里的可恨塞壬！
53,TEXT_SUBCTS001_01208_DIAMANDA_000_005,详细的情况你可以去栈桥那边问弥弥德亚先生。<hex:02100103>自从灯塔落入了塞壬的手中，<hex:02100103>他就一直一脸苦闷地盯着灯塔那边看。
54,TEXT_SUBCTS001_01208_MIMIDOA_000_010,哦，是你啊。<hex:02100103>那曾经被你赶走的塞壬又杀回来了。<hex:02100103>这次竟然占据了天狼星灯塔，让我们没法进行修理了。
55,TEXT_SUBCTS001_01208_MIMIDOA_000_011,那家伙夺去了我的听觉，夺走了我重要的部下。<hex:02100103>这次还想要夺走我的人生意义……<hex:02100103>怎么会有这么可恶的魔物！
56,TEXT_SUBCTS001_01208_MIMIDOA_000_012,看来又要拜托你去对付塞壬了，<hex:02100103>这次希望你除恶务尽啊。
57,TEXT_SUBCTS001_01208_MIMIDOA_000_013,塞壬就在天狼星灯塔的顶部。<hex:02100103>你到幻影群岛找看守灯塔的大卫，<hex:02100103>他会指点你进去塔内的。
58,TEXT_SUBCTS001_01208_MIMIDOA_000_014,如果你成功了的话，<hex:02100103>希望你最优先去告诉蒂亚曼德。<hex:02100103>那孩子的父亲就是被塞壬害死的。
59,TEXT_SUBCTS001_01208_MIMIDOA_000_015,塞壬就在天狼星灯塔的顶部。<hex:02100103>你到幻影群岛找看守灯塔的大卫，<hex:02100103>他会指点你进去塔内的。
60,TEXT_SUBCTS001_01208_DAVYDA_000_020,我正等你来呢，弥弥德亚先生都跟我说了。<hex:02100103>塞壬就在灯塔最重要的地方……也就是最上层的灯室里。
61,TEXT_SUBCTS001_01208_DAVYDA_000_021,因为灯塔的构造问题，你如果从正门进入的话，<hex:02100103>会立即被盘踞在里面的魔物们发现。<hex:02100103>安全起见，你最好从地下悄悄地潜入进去。
62,TEXT_SUBCTS001_01208_DAVYDA_000_022,能拜托的只有你了，请多加小心！
